Date,Visitor/Neutral,Points,Home/Neutral,PTS,box_score_text,overtimes,Attendance,Length of Game,Arena,Notes
"Fri, Oct 10, 1980",Cleveland Cavaliers,103,Boston Celtics,130,Box Score,,"15,320",2:07,Boston Garden,
"Fri, Oct 10, 1980",San Antonio Spurs,113,Denver Nuggets,112,Box Score,,"10,027",,McNichols Sports Arena,
"Fri, Oct 10, 1980",Washington Bullets,95,Detroit Pistons,85,Box Score,,"9,129",,Pontiac Silverdome,
"Fri, Oct 10, 1980",Indiana Pacers,110,New Jersey Nets,91,Box Score,,"6,661",,Rutgers Athletic Center,
"Fri, Oct 10, 1980",Milwaukee Bucks,106,Philadelphia 76ers,103,Box Score,,"15,136",2:16,The Spectrum,
"Fri, Oct 10, 1980",Golden State Warriors,101,Phoenix Suns,121,Box Score,,"11,590",,Arizona Veterans Memorial Coliseum,
"Fri, Oct 10, 1980",Houston Rockets,104,San Diego Clippers,120,Box Score,,"5,623",,San Diego Sports Arena,
"Fri, Oct 10, 1980",Los Angeles Lakers,99,Seattle SuperSonics,98,Box Score,,"35,233",,Seattle Kingdome,
"Fri, Oct 10, 1980",Portland Trail Blazers,86,Utah Jazz,96,Box Score,,"8,150",,Salt Palace,
"Sat, Oct 11, 1980",Chicago Bulls,93,Atlanta Hawks,101,Box Score,,"11,275",,Omni Coliseum,
"Sat, Oct 11, 1980",New Jersey Nets,99,Cleveland Cavaliers,96,Box Score,,"5,731",,Coliseum at Richfield,
"Sat, Oct 11, 1980",San Antonio Spurs,92,Dallas Mavericks,103,Box Score,,"10,373",,Reunion Arena,
"Sat, Oct 11, 1980",San Diego Clippers,91,Golden State Warriors,104,Box Score,,"8,024",,Oakland-Alameda County Coliseum Arena,
"Sat, Oct 11, 1980",Detroit Pistons,87,Indiana Pacers,100,Box Score,,"9,756",,Market Square Arena,
"Sat, Oct 11, 1980",Utah Jazz,91,Kansas City Kings,98,Box Score,,"7,342",,Kemper Arena,
"Sat, Oct 11, 1980",Milwaukee Bucks,109,New York Knicks,114,Box Score,,"17,229",,Madison Square Garden (IV),
"Sat, Oct 11, 1980",Philadelphia 76ers,126,Washington Bullets,120,Box Score,2OT,"16,208",,Capital Centre,
"Sun, Oct 12, 1980",Utah Jazz,125,Denver Nuggets,121,Box Score,OT,"8,401",,McNichols Sports Arena,
"Sun, Oct 12, 1980",Houston Rockets,103,Los Angeles Lakers,114,Box Score,,"11,142",,The Forum,
"Sun, Oct 12, 1980",Kansas City Kings,100,Phoenix Suns,109,Box Score,,"10,131",,Arizona Veterans Memorial Coliseum,
"Sun, Oct 12, 1980",Seattle SuperSonics,96,Portland Trail Blazers,107,Box Score,,"12,666",,Memorial Coliseum,
"Mon, Oct 13, 1980",Detroit Pistons,92,New Jersey Nets,108,Box Score,,"5,307",,Rutgers Athletic Center,
"Tue, Oct 14, 1980",Boston Celtics,116,Atlanta Hawks,122,Box Score,,"8,091",2:21,Omni Coliseum,
"Tue, Oct 14, 1980",Detroit Pistons,91,Cleveland Cavaliers,99,Box Score,,"4,071",,Coliseum at Richfield,
"Tue, Oct 14, 1980",Seattle SuperSonics,85,Dallas Mavericks,83,Box Score,,"7,004",,Reunion Arena,
"Tue, Oct 14, 1980",Philadelphia 76ers,93,New York Knicks,113,Box Score,,"13,514",,Madison Square Garden (IV),
"Tue, Oct 14, 1980",Kansas City Kings,103,San Antonio Spurs,109,Box Score,,"9,876",,HemisFair Arena,
"Wed, Oct 15, 1980",Dallas Mavericks,98,Denver Nuggets,133,Box Score,,"6,658",,McNichols Sports Arena,
"Wed, Oct 15, 1980",Portland Trail Blazers,92,Golden State Warriors,95,Box Score,,"6,855",,Oakland-Alameda County Coliseum Arena,
"Wed, Oct 15, 1980",Seattle SuperSonics,100,Houston Rockets,103,Box Score,,"6,127",,The Summit,
"Wed, Oct 15, 1980",Chicago Bulls,108,Indiana Pacers,97,Box Score,,"6,909",,Market Square Arena,
"Wed, Oct 15, 1980",Los Angeles Lakers,112,Kansas City Kings,107,Box Score,OT,"5,753",,Kemper Arena,
"Wed, Oct 15, 1980",Philadelphia 76ers,119,New Jersey Nets,111,Box Score,,"6,127",,Rutgers Athletic Center,
"Wed, Oct 15, 1980",Phoenix Suns,107,Utah Jazz,93,Box Score,,"6,300",,Salt Palace,
"Thu, Oct 16, 1980",Washington Bullets,88,Cleveland Cavaliers,90,Box Score,,"4,046",,Coliseum at Richfield,
"Thu, Oct 16, 1980",San Antonio Spurs,102,Detroit Pistons,99,Box Score,,"4,569",,Pontiac Silverdome,
"Thu, Oct 16, 1980",Boston Celtics,110,Milwaukee Bucks,103,Box Score,,"11,052",2:05,MECCA Arena,
"Fri, Oct 17, 1980",New York Knicks,101,Atlanta Hawks,113,Box Score,,"9,496",,Omni Coliseum,
"Fri, Oct 17, 1980",Cleveland Cavaliers,79,Chicago Bulls,98,Box Score,,"8,336",,Chicago Stadium,
"Fri, Oct 17, 1980",Kansas City Kings,103,Dallas Mavericks,91,Box Score,,"7,017",,Reunion Arena,
"Fri, Oct 17, 1980",Phoenix Suns,109,Los Angeles Lakers,116,Box Score,,"10,411",,The Forum,
"Fri, Oct 17, 1980",Houston Rockets,102,Portland Trail Blazers,99,Box Score,,"12,666",,Memorial Coliseum,
"Fri, Oct 17, 1980",Denver Nuggets,129,San Diego Clippers,116,Box Score,,"4,032",,San Diego Sports Arena,
"Fri, Oct 17, 1980",New Jersey Nets,114,Washington Bullets,112,Box Score,,"6,711",,Capital Centre,
"Sat, Oct 18, 1980",New Jersey Nets,107,Chicago Bulls,90,Box Score,,"8,539",,Chicago Stadium,
"Sat, Oct 18, 1980",Milwaukee Bucks,107,Cleveland Cavaliers,105,Box Score,,"5,103",,Coliseum at Richfield,
"Sat, Oct 18, 1980",Atlanta Hawks,125,Detroit Pistons,123,Box Score,2OT,"4,036",,Pontiac Silverdome,
"Sat, Oct 18, 1980",Houston Rockets,101,Golden State Warriors,108,Box Score,,"7,696",,Oakland-Alameda County Coliseum Arena,
"Sat, Oct 18, 1980",Boston Celtics,99,Indiana Pacers,103,Box Score,,"11,713",2:20,Market Square Arena,
"Sat, Oct 18, 1980",Seattle SuperSonics,127,Kansas City Kings,122,Box Score,,"6,214",,Kemper Arena,
"Sat, Oct 18, 1980",Washington Bullets,101,Philadelphia 76ers,117,Box Score,,"8,120",,The Spectrum,
"Sat, Oct 18, 1980",Dallas Mavericks,96,San Antonio Spurs,110,Box Score,,"9,542",,HemisFair Arena,
"Sat, Oct 18, 1980",Denver Nuggets,115,Utah Jazz,117,Box Score,,"7,250",,Salt Palace,
"Sun, Oct 19, 1980",Golden State Warriors,107,Los Angeles Lakers,125,Box Score,,"10,644",,The Forum,
"Sun, Oct 19, 1980",New Jersey Nets,93,Milwaukee Bucks,105,Box Score,,"9,514",,MECCA Arena,
"Sun, Oct 19, 1980",Phoenix Suns,102,San Diego Clippers,84,Box Score,,"4,022",,San Diego Sports Arena,
"Mon, Oct 20, 1980",Seattle SuperSonics,98,Utah Jazz,92,Box Score,,"6,633",,Salt Palace,
"Tue, Oct 21, 1980",Indiana Pacers,121,Atlanta Hawks,116,Box Score,,"6,582",,Omni Coliseum,
"Tue, Oct 21, 1980",Houston Rockets,119,Denver Nuggets,117,Box Score,,"7,711",,McNichols Sports Arena,
"Tue, Oct 21, 1980",Golden State Warriors,116,Kansas City Kings,111,Box Score,,"5,097",,Kemper Arena,
"Tue, Oct 21, 1980",Cleveland Cavaliers,95,Milwaukee Bucks,115,Box Score,,"8,615",,MECCA Arena,
"Tue, Oct 21, 1980",Chicago Bulls,97,New York Knicks,105,Box Score,,"15,756",,Madison Square Garden (IV),
"Tue, Oct 21, 1980",Dallas Mavericks,99,Phoenix Suns,111,Box Score,,"10,507",,Arizona Veterans Memorial Coliseum,
"Tue, Oct 21, 1980",Los Angeles Lakers,103,Portland Trail Blazers,107,Box Score,,"12,666",,Memorial Coliseum,
"Tue, Oct 21, 1980",San Diego Clippers,120,San Antonio Spurs,123,Box Score,,"7,821",,HemisFair Arena,
"Wed, Oct 22, 1980",Philadelphia 76ers,94,Detroit Pistons,93,Box Score,,"5,279",,Pontiac Silverdome,
"Wed, Oct 22, 1980",Milwaukee Bucks,119,Indiana Pacers,105,Box Score,,"7,138",,Market Square Arena,
"Wed, Oct 22, 1980",Boston Celtics,108,New Jersey Nets,104,Box Score,,"6,787",2:08,Rutgers Athletic Center,
"Wed, Oct 22, 1980",Dallas Mavericks,107,Seattle SuperSonics,102,Box Score,,"14,125",,Seattle Kingdome,
"Wed, Oct 22, 1980",Cleveland Cavaliers,96,Washington Bullets,109,Box Score,,"5,118",,Capital Centre,
"Thu, Oct 23, 1980",New York Knicks,109,Boston Celtics,107,Box Score,OT,"12,941",2:23,Hartford Civic Center,"at Hartford, CT"
"Thu, Oct 23, 1980",Kansas City Kings,105,Houston Rockets,96,Box Score,,"7,227",,The Summit,
"Thu, Oct 23, 1980",Golden State Warriors,109,San Antonio Spurs,128,Box Score,,"11,531",,HemisFair Arena,
"Fri, Oct 24, 1980",Washington Bullets,96,Chicago Bulls,104,Box Score,,"8,437",,Chicago Stadium,
"Fri, Oct 24, 1980",Phoenix Suns,117,Denver Nuggets,94,Box Score,,"8,359",,McNichols Sports Arena,
"Fri, Oct 24, 1980",Atlanta Hawks,97,Indiana Pacers,104,Box Score,,"7,168",,Market Square Arena,
"Fri, Oct 24, 1980",Seattle SuperSonics,98,Los Angeles Lakers,104,Box Score,,"12,201",,The Forum,
"Fri, Oct 24, 1980",Cleveland Cavaliers,126,New Jersey Nets,112,Box Score,,"6,177",,Rutgers Athletic Center,
"Fri, Oct 24, 1980",Dallas Mavericks,105,Portland Trail Blazers,120,Box Score,,"12,666",,Memorial Coliseum,
"Fri, Oct 24, 1980",Utah Jazz,100,San Diego Clippers,103,Box Score,,"5,005",,San Diego Sports Arena,
"Sat, Oct 25, 1980",Philadelphia 76ers,113,Atlanta Hawks,100,Box Score,,"13,593",,Omni Coliseum,
"Sat, Oct 25, 1980",Indiana Pacers,100,Cleveland Cavaliers,118,Box Score,,"4,811",,Coliseum at Richfield,
"Sat, Oct 25, 1980",Dallas Mavericks,79,Golden State Warriors,86,Box Score,,"6,570",,Oakland-Alameda County Coliseum Arena,
"Sat, Oct 25, 1980",Detroit Pistons,112,Houston Rockets,109,Box Score,,"6,595",,The Summit,
"Sat, Oct 25, 1980",Denver Nuggets,122,Kansas City Kings,125,Box Score,,"6,988",,Kemper Arena,
"Sat, Oct 25, 1980",Chicago Bulls,93,Milwaukee Bucks,109,Box Score,,"11,052",,MECCA Arena,
"Sat, Oct 25, 1980",New Jersey Nets,101,New York Knicks,105,Box Score,,"16,198",,Madison Square Garden (IV),
"Sat, Oct 25, 1980",San Antonio Spurs,116,San Diego Clippers,98,Box Score,,"4,613",,San Diego Sports Arena,
"Sat, Oct 25, 1980",Phoenix Suns,100,Seattle SuperSonics,75,Box Score,,"16,715",,Seattle Kingdome,
"Sat, Oct 25, 1980",Los Angeles Lakers,127,Utah Jazz,99,Box Score,,"12,058",,Salt Palace,
"Sat, Oct 25, 1980",Boston Celtics,103,Washington Bullets,87,Box Score,,"10,628",1:56,Capital Centre,
"Sun, Oct 26, 1980",San Antonio Spurs,108,Los Angeles Lakers,102,Box Score,,"11,906",,The Forum,
"Sun, Oct 26, 1980",Washington Bullets,88,Milwaukee Bucks,111,Box Score,,"11,052",,MECCA Arena,
"Sun, Oct 26, 1980",Portland Trail Blazers,98,Seattle SuperSonics,111,Box Score,,"12,027",,Seattle Kingdome,
"Tue, Oct 28, 1980",Kansas City Kings,109,Atlanta Hawks,119,Box Score,,"6,786",,Omni Coliseum,
"Tue, Oct 28, 1980",Milwaukee Bucks,106,Chicago Bulls,99,Box Score,,"7,828",,Chicago Stadium,
"Tue, Oct 28, 1980",Philadelphia 76ers,119,Cleveland Cavaliers,101,Box Score,,"6,153",,Coliseum at Richfield,
"Tue, Oct 28, 1980",Utah Jazz,104,Dallas Mavericks,96,Box Score,,"5,720",,Reunion Arena,
"Tue, Oct 28, 1980",Portland Trail Blazers,112,San Antonio Spurs,120,Box Score,,"9,702",,HemisFair Arena,
"Tue, Oct 28, 1980",Los Angeles Lakers,131,San Diego Clippers,101,Box Score,,"8,663",,San Diego Sports Arena,
"Tue, Oct 28, 1980",Golden State Warriors,102,Seattle SuperSonics,119,Box Score,,"12,221",,Seattle Kingdome,
"Wed, Oct 29, 1980",Boston Celtics,103,Detroit Pistons,85,Box Score,,"5,349",1:55,Pontiac Silverdome,
"Wed, Oct 29, 1980",Denver Nuggets,109,Golden State Warriors,115,Box Score,,"7,305",,Oakland-Alameda County Coliseum Arena,
"Wed, Oct 29, 1980",Dallas Mavericks,103,Houston Rockets,109,Box Score,,"6,123",,The Summit,
"Wed, Oct 29, 1980",New York Knicks,95,Indiana Pacers,102,Box Score,,"7,630",,Market Square Arena,
"Wed, Oct 29, 1980",Portland Trail Blazers,98,Kansas City Kings,115,Box Score,,"6,648",,Kemper Arena,
"Wed, Oct 29, 1980",Milwaukee Bucks,132,New Jersey Nets,116,Box Score,,"6,060",,Rutgers Athletic Center,
"Wed, Oct 29, 1980",Chicago Bulls,102,Philadelphia 76ers,115,Box Score,,"6,145",,The Spectrum,
"Wed, Oct 29, 1980",San Diego Clippers,89,Phoenix Suns,105,Box Score,,"11,174",,Arizona Veterans Memorial Coliseum,
"Wed, Oct 29, 1980",San Antonio Spurs,96,Utah Jazz,109,Box Score,,"5,047",,Salt Palace,
"Thu, Oct 30, 1980",Atlanta Hawks,115,New York Knicks,116,Box Score,OT,"13,057",,Madison Square Garden (IV),
"Fri, Oct 31, 1980",Kansas City Kings,110,Boston Celtics,115,Box Score,,"14,035",2:08,Boston Garden,
"Fri, Oct 31, 1980",Indiana Pacers,121,Chicago Bulls,114,Box Score,,"5,127",,Chicago Stadium,
"Fri, Oct 31, 1980",Phoenix Suns,103,Detroit Pistons,98,Box Score,OT,"3,619",,Pontiac Silverdome,
"Fri, Oct 31, 1980",Cleveland Cavaliers,98,Los Angeles Lakers,107,Box Score,,"9,728",,The Forum,
"Fri, Oct 31, 1980",Washington Bullets,98,New Jersey Nets,100,Box Score,,"6,183",,Rutgers Athletic Center,
"Fri, Oct 31, 1980",Atlanta Hawks,96,Philadelphia 76ers,107,Box Score,,"7,990",,The Spectrum,
"Fri, Oct 31, 1980",Golden State Warriors,104,San Diego Clippers,120,Box Score,,"4,030",,San Diego Sports Arena,
"Fri, Oct 31, 1980",San Antonio Spurs,112,Seattle SuperSonics,96,Box Score,,"12,368",,Seattle Kingdome,
"Fri, Oct 31, 1980",Dallas Mavericks,122,Utah Jazz,144,Box Score,,"5,703",,Salt Palace,
"Sat, Nov 1, 1980",Milwaukee Bucks,99,Atlanta Hawks,93,Box Score,,"9,650",,Omni Coliseum,
"Sat, Nov 1, 1980",Detroit Pistons,100,Chicago Bulls,122,Box Score,,"7,117",,Chicago Stadium,
"Sat, Nov 1, 1980",Seattle SuperSonics,118,Denver Nuggets,123,Box Score,,"8,681",,McNichols Sports Arena,
"Sat, Nov 1, 1980",San Antonio Spurs,108,Golden State Warriors,123,Box Score,,"10,015",,Oakland-Alameda County Coliseum Arena,
"Sat, Nov 1, 1980",New Jersey Nets,100,Indiana Pacers,113,Box Score,,"7,338",,Market Square Arena,
"Sat, Nov 1, 1980",Phoenix Suns,127,Kansas City Kings,100,Box Score,,"7,792",,Kemper Arena,
"Sat, Nov 1, 1980",Washington Bullets,93,New York Knicks,111,Box Score,,"12,326",,Madison Square Garden (IV),
"Sat, Nov 1, 1980",Boston Celtics,113,Philadelphia 76ers,117,Box Score,OT,"13,716",2:35,The Spectrum,
"Sat, Nov 1, 1980",Utah Jazz,95,Portland Trail Blazers,87,Box Score,,"12,666",,Memorial Coliseum,
"Sun, Nov 2, 1980",Denver Nuggets,123,Los Angeles Lakers,121,Box Score,,"11,661",,The Forum,
"Sun, Nov 2, 1980",Indiana Pacers,121,Milwaukee Bucks,135,Box Score,,"10,980",,MECCA Arena,
"Sun, Nov 2, 1980",Cleveland Cavaliers,96,Portland Trail Blazers,102,Box Score,,"12,666",,Memorial Coliseum,
"Mon, Nov 3, 1980",Cleveland Cavaliers,83,Seattle SuperSonics,118,Box Score,,"11,723",,Seattle Kingdome,
"Tue, Nov 4, 1980",San Diego Clippers,116,Dallas Mavericks,102,Box Score,,"5,431",,Reunion Arena,
"Tue, Nov 4, 1980",Portland Trail Blazers,118,Los Angeles Lakers,119,Box Score,,"10,100",,The Forum,
"Tue, Nov 4, 1980",Detroit Pistons,98,Milwaukee Bucks,96,Box Score,,"10,489",,MECCA Arena,
"Tue, Nov 4, 1980",Indiana Pacers,108,Phoenix Suns,109,Box Score,,"12,018",,Arizona Veterans Memorial Coliseum,
"Tue, Nov 4, 1980",Kansas City Kings,104,Utah Jazz,107,Box Score,,"6,251",,Salt Palace,
"Tue, Nov 4, 1980",Atlanta Hawks,98,Washington Bullets,122,Box Score,,"5,625",,Capital Centre,
"Wed, Nov 5, 1980",Atlanta Hawks,87,Boston Celtics,104,Box Score,,"12,294",2:09,Boston Garden,
"Wed, Nov 5, 1980",Cleveland Cavaliers,98,Golden State Warriors,106,Box Score,,"7,654",,Oakland-Alameda County Coliseum Arena,
"Wed, Nov 5, 1980",San Diego Clippers,111,Houston Rockets,104,Box Score,,"6,186",,The Summit,
"Wed, Nov 5, 1980",New York Knicks,102,Kansas City Kings,111,Box Score,,"6,141",,Kemper Arena,
"Wed, Nov 5, 1980",Chicago Bulls,120,New Jersey Nets,105,Box Score,,"6,069",,Rutgers Athletic Center,
"Wed, Nov 5, 1980",Detroit Pistons,103,Philadelphia 76ers,107,Box Score,,"5,947",,The Spectrum,
"Wed, Nov 5, 1980",Phoenix Suns,84,San Antonio Spurs,114,Box Score,,"12,358",,HemisFair Arena,
"Wed, Nov 5, 1980",Denver Nuggets,125,Seattle SuperSonics,117,Box Score,,"13,075",,Seattle Kingdome,
"Thu, Nov 6, 1980",Cleveland Cavaliers,96,Utah Jazz,112,Box Score,,"5,704",,Salt Palace,
"Thu, Nov 6, 1980",Dallas Mavericks,95,Washington Bullets,116,Box Score,,"6,285",,Capital Centre,
"Fri, Nov 7, 1980",Milwaukee Bucks,102,Boston Celtics,101,Box Score,,"15,320",2:15,Boston Garden,
"Fri, Nov 7, 1980",Atlanta Hawks,100,Chicago Bulls,103,Box Score,,"6,312",,Chicago Stadium,
"Fri, Nov 7, 1980",Los Angeles Lakers,126,Dallas Mavericks,102,Box Score,,"17,481",,Reunion Arena,
"Fri, Nov 7, 1980",New York Knicks,124,Denver Nuggets,115,Box Score,,"10,612",,McNichols Sports Arena,
"Fri, Nov 7, 1980",Kansas City Kings,100,Philadelphia 76ers,117,Box Score,,"11,390",,The Spectrum,
"Fri, Nov 7, 1980",Golden State Warriors,113,Portland Trail Blazers,122,Box Score,,"12,666",,Memorial Coliseum,
"Fri, Nov 7, 1980",San Diego Clippers,94,Seattle SuperSonics,113,Box Score,,"17,026",,Seattle Kingdome,
"Fri, Nov 7, 1980",Detroit Pistons,88,Washington Bullets,114,Box Score,,"7,328",,Capital Centre,
"Sat, Nov 8, 1980",Denver Nuggets,130,Chicago Bulls,126,Box Score,2OT,"9,683",,Chicago Stadium,
"Sat, Nov 8, 1980",Dallas Mavericks,73,Detroit Pistons,101,Box Score,,"4,584",,Pontiac Silverdome,
"Sat, Nov 8, 1980",Indiana Pacers,111,Golden State Warriors,118,Box Score,,"6,947",,Oakland-Alameda County Coliseum Arena,
"Sat, Nov 8, 1980",Phoenix Suns,116,Houston Rockets,115,Box Score,,"8,208",,The Summit,
"Sat, Nov 8, 1980",Cleveland Cavaliers,106,Kansas City Kings,111,Box Score,,"7,514",,Kemper Arena,
"Sat, Nov 8, 1980",Atlanta Hawks,111,New Jersey Nets,115,Box Score,,"7,497",,Rutgers Athletic Center,
"Sat, Nov 8, 1980",San Diego Clippers,110,Portland Trail Blazers,106,Box Score,OT,"12,666",,Memorial Coliseum,
"Sat, Nov 8, 1980",Los Angeles Lakers,109,San Antonio Spurs,112,Box Score,,"16,114",,HemisFair Arena,
"Sat, Nov 8, 1980",New York Knicks,109,Utah Jazz,102,Box Score,,"10,409",,Salt Palace,
"Sun, Nov 9, 1980",Chicago Bulls,105,Boston Celtics,111,Box Score,,"8,627",2:07,Hartford Civic Center,"at Hartford, CT"
"Sun, Nov 9, 1980",Philadelphia 76ers,136,Milwaukee Bucks,121,Box Score,,"11,052",,MECCA Arena,
"Mon, Nov 10, 1980",Indiana Pacers,106,Utah Jazz,108,Box Score,,"6,132",,Salt Palace,
"Tue, Nov 11, 1980",Los Angeles Lakers,126,Atlanta Hawks,97,Box Score,,"11,373",,Omni Coliseum,
"Tue, Nov 11, 1980",Philadelphia 76ers,121,Chicago Bulls,80,Box Score,,"18,765",,Chicago Stadium,
"Tue, Nov 11, 1980",Milwaukee Bucks,100,Cleveland Cavaliers,96,Box Score,,"4,686",,Coliseum at Richfield,
"Tue, Nov 11, 1980",Houston Rockets,105,Dallas Mavericks,94,Box Score,,"5,472",,Reunion Arena,
"Tue, Nov 11, 1980",Detroit Pistons,118,New York Knicks,149,Box Score,,"12,283",,Madison Square Garden (IV),
"Tue, Nov 11, 1980",Kansas City Kings,102,Portland Trail Blazers,101,Box Score,,"12,666",,Memorial Coliseum,
"Tue, Nov 11, 1980",Indiana Pacers,119,San Antonio Spurs,113,Box Score,,"11,282",,HemisFair Arena,
"Tue, Nov 11, 1980",Phoenix Suns,109,San Diego Clippers,107,Box Score,,"4,727",,San Diego Sports Arena,
"Tue, Nov 11, 1980",Denver Nuggets,92,Washington Bullets,107,Box Score,,"7,218",,Capital Centre,
"Wed, Nov 12, 1980",Washington Bullets,86,Boston Celtics,93,Box Score,,"13,898",,Boston Garden,
"Wed, Nov 12, 1980",Milwaukee Bucks,122,Detroit Pistons,98,Box Score,,"6,088",,Pontiac Silverdome,
"Wed, Nov 12, 1980",Kansas City Kings,101,Golden State Warriors,111,Box Score,,"9,572",,Oakland-Alameda County Coliseum Arena,
"Wed, Nov 12, 1980",Los Angeles Lakers,104,Houston Rockets,107,Box Score,,"11,527",,The Summit,
"Wed, Nov 12, 1980",Denver Nuggets,111,New Jersey Nets,118,Box Score,,"6,452",,Rutgers Athletic Center,
"Wed, Nov 12, 1980",New York Knicks,125,Philadelphia 76ers,113,Box Score,,"10,944",,The Spectrum,
"Wed, Nov 12, 1980",San Antonio Spurs,127,Phoenix Suns,130,Box Score,,"12,660",2:10,Arizona Veterans Memorial Coliseum,
"Wed, Nov 12, 1980",Utah Jazz,114,Seattle SuperSonics,106,Box Score,,"12,562",,Seattle Kingdome,
"Thu, Nov 13, 1980",Atlanta Hawks,111,Cleveland Cavaliers,114,Box Score,,"3,987",,Coliseum at Richfield,
"Thu, Nov 13, 1980",Philadelphia 76ers,130,Indiana Pacers,103,Box Score,,"11,421",,Market Square Arena,
"Thu, Nov 13, 1980",San Antonio Spurs,113,San Diego Clippers,107,Box Score,,"4,281",,San Diego Sports Arena,
"Fri, Nov 14, 1980",New Jersey Nets,102,Boston Celtics,126,Box Score,,"15,320",2:03,Boston Garden,
"Fri, Nov 14, 1980",Portland Trail Blazers,106,Dallas Mavericks,113,Box Score,,"6,103",,Reunion Arena,
"Fri, Nov 14, 1980",Chicago Bulls,99,Detroit Pistons,106,Box Score,,"6,158",,Pontiac Silverdome,
"Fri, Nov 14, 1980",Washington Bullets,108,Indiana Pacers,118,Box Score,,"9,502",,Market Square Arena,
"Fri, Nov 14, 1980",San Diego Clippers,100,Los Angeles Lakers,113,Box Score,,"11,808",,The Forum,
"Fri, Nov 14, 1980",New York Knicks,106,Milwaukee Bucks,125,Box Score,,"11,052",,MECCA Arena,
"Fri, Nov 14, 1980",Kansas City Kings,125,Seattle SuperSonics,127,Box Score,,"13,334",,Seattle Kingdome,
"Fri, Nov 14, 1980",Houston Rockets,115,Utah Jazz,117,Box Score,,"10,161",,Salt Palace,
"Sat, Nov 15, 1980",Washington Bullets,100,Atlanta Hawks,88,Box Score,,"8,109",,Omni Coliseum,
"Sat, Nov 15, 1980",Portland Trail Blazers,123,Denver Nuggets,125,Box Score,,"11,011",,McNichols Sports Arena,
"Sat, Nov 15, 1980",Phoenix Suns,108,Golden State Warriors,119,Box Score,,"13,237",,Oakland-Alameda County Coliseum Arena,
"Sat, Nov 15, 1980",Cleveland Cavaliers,95,New York Knicks,100,Box Score,,"15,998",,Madison Square Garden (IV),
"Sat, Nov 15, 1980",New Jersey Nets,108,Philadelphia 76ers,115,Box Score,,"12,628",,The Spectrum,
"Sat, Nov 15, 1980",Utah Jazz,104,San Antonio Spurs,120,Box Score,,"13,612",,HemisFair Arena,
"Sat, Nov 15, 1980",Kansas City Kings,96,San Diego Clippers,94,Box Score,,"5,211",,San Diego Sports Arena,
"Sat, Nov 15, 1980",Houston Rockets,139,Seattle SuperSonics,143,Box Score,OT,"16,417",,Seattle Kingdome,
"Sun, Nov 16, 1980",Dallas Mavericks,102,Los Angeles Lakers,110,Box Score,,"10,893",,The Forum,
"Sun, Nov 16, 1980",Chicago Bulls,114,Milwaukee Bucks,108,Box Score,,"10,998",,MECCA Arena,
"Sun, Nov 16, 1980",Detroit Pistons,80,New Jersey Nets,89,Box Score,,"6,714",,Rutgers Athletic Center,
"Sun, Nov 16, 1980",Portland Trail Blazers,107,Phoenix Suns,119,Box Score,,"11,125",,Arizona Veterans Memorial Coliseum,
"Tue, Nov 18, 1980",San Antonio Spurs,93,Atlanta Hawks,97,Box Score,,"9,654",,Omni Coliseum,
"Tue, Nov 18, 1980",Boston Celtics,113,Chicago Bulls,112,Box Score,,"11,241",2:05,Chicago Stadium,
"Tue, Nov 18, 1980",San Diego Clippers,94,Cleveland Cavaliers,104,Box Score,,"3,637",,Coliseum at Richfield,
"Tue, Nov 18, 1980",Phoenix Suns,102,Dallas Mavericks,91,Box Score,,"6,015",,Reunion Arena,
"Tue, Nov 18, 1980",Indiana Pacers,102,Detroit Pistons,97,Box Score,,"3,223",,Pontiac Silverdome,
"Tue, Nov 18, 1980",Seattle SuperSonics,118,Houston Rockets,138,Box Score,,"7,257",,The Summit,
"Tue, Nov 18, 1980",Kansas City Kings,94,Los Angeles Lakers,107,Box Score,,"10,169",,The Forum,
"Tue, Nov 18, 1980",Philadelphia 76ers,113,New York Knicks,99,Box Score,,"19,587",,Madison Square Garden (IV),
"Tue, Nov 18, 1980",Denver Nuggets,103,Portland Trail Blazers,122,Box Score,,"12,666",,Memorial Coliseum,
"Tue, Nov 18, 1980",Milwaukee Bucks,126,Utah Jazz,93,Box Score,,"7,904",,Salt Palace,
"Tue, Nov 18, 1980",Golden State Warriors,103,Washington Bullets,97,Box Score,,"6,428",,Capital Centre,
"Wed, Nov 19, 1980",Boston Celtics,103,Indiana Pacers,91,Box Score,,"10,815",1:56,Market Square Arena,
"Wed, Nov 19, 1980",San Antonio Spurs,112,New Jersey Nets,104,Box Score,OT,"6,974",,Rutgers Athletic Center,
"Wed, Nov 19, 1980",Golden State Warriors,101,Philadelphia 76ers,110,Box Score,,"8,167",,The Spectrum,
"Thu, Nov 20, 1980",Houston Rockets,117,Cleveland Cavaliers,114,Box Score,,"3,844",,Coliseum at Richfield,
"Thu, Nov 20, 1980",San Diego Clippers,90,Detroit Pistons,97,Box Score,,"3,031",,Pontiac Silverdome,
"Thu, Nov 20, 1980",Los Angeles Lakers,99,Phoenix Suns,102,Box Score,,"12,660",,Arizona Veterans Memorial Coliseum,
"Thu, Nov 20, 1980",Milwaukee Bucks,97,Portland Trail Blazers,93,Box Score,,"12,666",,Memorial Coliseum,
"Fri, Nov 21, 1980",Golden State Warriors,106,Boston Celtics,108,Box Score,,"15,320",2:07,Boston Garden,
